since release of Allies,,,"games with strong players (mu>1.8 for one, or mu>1.3 for both)",,,,,,,,,,,,,,,,,,,,,,,,,all players,,,,,,,,,,,,,,,,,,,,,,,,,card classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,kingdom card,expansion,games,banned,Province ending,3-pile ending,resignation,turns,w/o resignation,Province ending,3-pile ending,resignation,VP winner,w/o resignation,VP loser,w/o resignation,decisions (per player),time (minutes),empty pile,in deck,in deck %,winner in deck,winner in deck %,loser in deck,loser in deck %,skill multiplier,first player win rate,games,banned,Province ending,3-pile ending,resignation,turns,Province ending,3-pile ending,resignation,w/o resignation,VP winner,w/o resignation,VP loser,w/o resignation,decisions (per player),time (minutes),empty pile,in deck,in deck %,winner in deck,winner in deck %,loser in deck,loser in deck %,skill multiplier,first player win rate,cost,Thunderdominion 2023,landscape,Event,Landmark,Project,Way,Ally,Trait,village,draw,terminal draw,draw-to-x,nonterminal draw,trashing,thinning,trashing multiple cards,trashing curses,trashing treasures,trashing victory cards,trashing actions,trash for benefit,additional gains,+buy,alt VP,VP tokens,attack,handsize attack,junking attack,trashing attack,colonies,shelters,potion,duration,night,villagers,coffers,on buy/gain/trash effect,cantrip,throne rooms,cost reduction,disappearing money,sifter,exiler,horses,loot
Stowaway,Stowaway,Plunder,"2,293",1%,29%,26%,45%,13.7,14.8,15.5,14.1,12.4,24,32,15,21,117,12,23%,2.2,63%,2.2,63%,2.1,63%,0.93,61%,"90,101",0%,53%,15%,32%,16.5,17.8,17.9,17.6,13.9,32,38,21,26,113,11,8%,1.5,58%,1.5,58%,1.4,58%,0.91,56%,3,12,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Swamp Shacks,Swamp Shacks,Plunder,"2,236",0%,21%,28%,51%,13.3,14.4,15.4,13.7,12.2,21,29,12,17,115,12,29%,2.7,75%,2.8,77%,2.6,73%,1.04,58%,"93,040",0%,48%,15%,37%,16.7,18.1,18.2,17.8,14.1,31,38,20,25,114,11,15%,2.0,66%,2.0,67%,1.9,65%,0.97,55%,4,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taskmaster,Taskmaster,Plunder,"2,245",0%,25%,27%,48%,13.5,14.6,15.3,14.0,12.2,23,32,15,20,112,11,15%,1.9,64%,2.0,66%,1.8,63%,1.06,59%,"72,013",0%,47%,17%,35%,16.4,17.8,17.9,17.5,13.8,31,38,20,26,113,11,8%,1.5,57%,1.5,57%,1.4,57%,0.96,56%,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Tools,Tools,Plunder,"2,303",0%,25%,30%,45%,13.5,14.9,15.8,14.1,11.8,22,30,14,19,111,11,5%,1.1,59%,1.2,59%,1.1,59%,0.92,60%,"92,290",0%,47%,20%,33%,16.5,17.8,18.1,17.3,13.8,31,37,20,25,111,11,3%,1.0,54%,1.0,54%,1.0,54%,0.87,56%,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trickster,Trickster,Plunder,"2,289",0%,25%,29%,45%,14.7,16.1,16.6,15.7,13.0,22,29,14,19,120,12,0%,0.5,42%,0.6,44%,0.5,40%,0.79,58%,"76,291",0%,43%,21%,35%,17.6,19.3,19.4,19.1,14.6,29,35,18,23,117,12,0%,0.7,57%,0.8,58%,0.7,56%,0.94,56%,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wealthy Village,Wealthy Village,Plunder,"2,405",0%,24%,24%,51%,13.3,14.7,15.2,14.1,12.1,22,31,13,19,116,12,28%,2.7,78%,2.8,80%,2.6,77%,1.03,59%,"97,562",0%,50%,15%,35%,16.2,17.6,17.7,17.1,13.6,31,38,20,25,114,11,36%,3.2,84%,3.3,85%,3.0,83%,0.99,56%,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Avoid,Avoid,Plunder,"1,176",0%,28%,22%,50%,13.5,15.1,15.7,14.4,11.9,23,33,15,21,119,12,0%,0.0,0%,0.0,0%,0.0,0%,0.89,58%,"35,914",0%,50%,16%,34%,16.4,17.8,17.9,17.6,13.8,31,38,20,26,116,12,0%,0.0,0%,0.0,0%,0.0,0%,0.93,56%,2,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bury,Bury,Plunder,"1,141",0%,26%,21%,53%,13.5,14.9,15.8,13.8,12.2,22,31,14,20,120,13,0%,0.0,0%,0.0,0%,0.0,0%,0.95,60%,"37,194",0%,50%,15%,35%,16.5,17.9,17.9,17.7,13.9,31,38,20,26,117,12,0%,0.0,0%,0.0,0%,0.0,0%,0.95,56%,1,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deliver,Deliver,Plunder,"1,074",0%,27%,23%,51%,12.9,14.3,15.1,13.4,11.6,22,31,13,19,114,12,0%,0.0,0%,0.0,0%,0.0,0%,1.22,60%,"35,719",0%,49%,16%,36%,16.2,17.7,17.8,17.4,13.6,31,38,20,25,114,11,0%,0.0,0%,0.0,0%,0.0,0%,1.04,56%,2,8,1,1,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foray,Foray,Plunder,"1,113",0%,28%,23%,49%,13.7,15.0,15.5,14.4,12.3,23,32,14,20,119,12,0%,0.0,0%,0.0,0%,0.0,0%,1.16,61%,"35,781",0%,52%,14%,34%,16.5,17.9,18.0,17.5,14.0,32,39,21,26,118,12,0%,0.0,0%,0.0,0%,0.0,0%,0.96,56%,3,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Invasion,Invasion,Plunder,"1,171",0%,19%,33%,48%,13.3,14.7,15.6,14.2,11.9,22,31,14,20,114,12,0%,0.0,0%,0.0,0%,0.0,0%,1.06,58%,"35,561",0%,38%,24%,38%,16.3,17.8,18.2,17.2,13.9,31,39,20,26,118,12,0%,0.0,0%,0.0,0%,0.0,0%,0.97,56%,10,18,1,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Journey,Journey,Plunder,"1,184",0%,26%,22%,52%,12.2,13.6,14.3,12.9,10.8,21,30,13,19,119,12,0%,0.0,0%,0.0,0%,0.0,0%,1.05,59%,"34,860",0%,49%,15%,36%,15.8,17.2,17.3,16.9,13.1,30,37,20,25,115,11,0%,0.0,0%,0.0,0%,0.0,0%,1.08,56%,4,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Launch,Launch,Plunder,"1,097",0%,27%,24%,48%,13.2,14.6,15.2,14.0,11.6,22,31,13,19,120,13,0%,0.0,0%,0.0,0%,0.0,0%,1.11,60%,"33,945",0%,49%,16%,36%,16.3,17.7,17.8,17.4,13.6,30,38,20,25,117,12,0%,0.0,0%,0.0,0%,0.0,0%,1.00,57%,3,4,1,1,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Looting,Looting,Plunder,"1,118",0%,30%,23%,47%,13.9,14.9,15.2,14.6,12.7,24,32,14,19,122,12,0%,0.0,0%,0.0,0%,0.0,0%,0.86,57%,"35,784",0%,51%,14%,35%,16.2,17.5,17.5,17.3,13.9,32,39,20,25,120,12,0%,0.0,0%,0.0,0%,0.0,0%,0.91,56%,6,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maelstrom,Maelstrom,Plunder,"1,109",0%,32%,23%,45%,13.7,14.9,15.5,14.1,12.1,24,32,14,20,115,12,0%,0.0,0%,0.0,0%,0.0,0%,0.97,61%,"37,094",0%,53%,14%,33%,16.3,17.6,17.6,17.3,13.7,31,38,20,25,113,11,0%,0.0,0%,0.0,0%,0.0,0%,0.92,57%,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirror,Mirror,Plunder,"1,085",0%,21%,33%,46%,13.3,14.6,15.8,13.8,11.7,20,27,12,17,110,11,0%,0.0,0%,0.0,0%,0.0,0%,1.01,58%,"35,794",0%,46%,19%,35%,16.3,17.7,18.0,17.0,13.6,30,37,19,24,114,11,0%,0.0,0%,0.0,0%,0.0,0%,0.97,57%,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peril,Peril,Plunder,"1,169",0%,30%,24%,46%,13.4,14.6,15.3,13.7,12.1,23,32,15,20,119,12,0%,0.0,0%,0.0,0%,0.0,0%,0.98,59%,"35,907",0%,52%,15%,33%,16.0,17.3,17.4,16.8,13.6,32,38,21,25,116,12,0%,0.0,0%,0.0,0%,0.0,0%,0.98,56%,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prepare,Prepare,Plunder,"1,140",0%,28%,23%,49%,13.8,15.2,15.8,14.5,12.3,22,31,14,21,117,12,0%,0.0,0%,0.0,0%,0.0,0%,1.04,60%,"35,699",0%,51%,15%,34%,16.4,17.8,17.9,17.5,13.8,31,38,20,26,114,11,0%,0.0,0%,0.0,0%,0.0,0%,0.96,57%,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prosper,Prosper,Plunder,"1,125",1%,30%,23%,47%,13.7,15.0,15.6,14.3,12.2,23,32,14,19,116,11,0%,0.0,0%,0.0,0%,0.0,0%,1.00,60%,"35,601",0%,50%,16%,34%,16.6,18.0,18.1,17.5,13.9,31,38,19,24,118,12,0%,0.0,0%,0.0,0%,0.0,0%,0.98,56%,10,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rush,Rush,Plunder,"1,122",0%,26%,29%,46%,13.3,14.7,15.7,13.7,11.6,22,30,13,19,115,12,0%,0.0,0%,0.0,0%,0.0,0%,1.07,59%,"35,798",0%,48%,17%,35%,16.4,17.9,18.0,17.5,13.7,31,37,20,25,115,12,0%,0.0,0%,0.0,0%,0.0,0%,0.98,56%,2,20,1,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scrounge,Scrounge,Plunder,"1,149",0%,29%,26%,46%,13.7,15.0,15.5,14.5,12.1,24,33,16,22,118,12,0%,0.0,0%,0.0,0%,0.0,0%,1.05,59%,"36,874",0%,50%,16%,34%,16.6,17.9,18.0,17.8,13.9,32,39,21,26,115,12,0%,0.0,0%,0.0,0%,0.0,0%,0.99,56%,3,11,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheap,Cheap,Plunder,"1,090",0%,30%,25%,45%,13.6,14.7,15.2,14.0,12.4,24,31,15,20,114,11,0%,0.0,0%,0.0,0%,0.0,0%,0.94,57%,"35,837",0%,49%,17%,34%,16.3,17.7,17.8,17.4,13.7,31,37,20,25,113,11,0%,0.0,0%,0.0,0%,0.0,0%,0.90,55%,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cursed,Cursed,Plunder,"1,106",0%,26%,35%,39%,13.0,13.7,14.9,12.7,11.8,22,28,13,18,111,11,0%,0.0,0%,0.0,0%,0.0,0%,0.91,58%,"35,661",0%,42%,28%,30%,15.2,16.2,17.0,14.9,12.8,29,34,18,22,109,11,0%,0.0,0%,0.0,0%,0.0,0%,0.89,55%,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fated,Fated,Plunder,"1,159",0%,28%,25%,48%,13.7,15.0,15.6,14.2,12.2,24,32,15,21,122,12,0%,0.0,0%,0.0,0%,0.0,0%,0.92,60%,"35,723",0%,49%,15%,35%,16.3,17.8,17.9,17.5,13.6,31,38,20,26,120,12,0%,0.0,0%,0.0,0%,0.0,0%,0.92,56%,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fawning,Fawning,Plunder,"1,186",0%,31%,22%,47%,13.9,15.1,15.3,14.9,12.4,25,33,16,22,113,11,0%,0.0,0%,0.0,0%,0.0,0%,0.89,57%,"35,689",0%,48%,18%,34%,16.3,17.6,17.6,17.7,13.8,31,37,20,25,113,11,0%,0.0,0%,0.0,0%,0.0,0%,0.88,57%,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friendly,Friendly,Plunder,"1,125",0%,30%,26%,45%,13.9,14.9,15.4,14.2,12.7,24,32,15,21,118,12,0%,0.0,0%,0.0,0%,0.0,0%,0.94,60%,"35,440",0%,49%,17%,34%,16.5,17.8,18.0,17.5,13.9,31,37,20,25,114,11,0%,0.0,0%,0.0,0%,0.0,0%,0.92,56%,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hasty,Hasty,Plunder,"1,138",0%,28%,26%,45%,13.2,14.3,15.0,13.5,11.9,24,31,15,20,113,12,0%,0.0,0%,0.0,0%,0.0,0%,0.92,59%,"35,720",0%,50%,16%,34%,15.8,17.2,17.3,16.9,13.2,31,38,20,25,111,11,0%,0.0,0%,0.0,0%,0.0,0%,0.92,57%,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inherited,Inherited,Plunder,"1,087",2%,31%,26%,43%,12.3,13.4,13.9,12.8,10.9,24,32,16,21,115,12,0%,0.0,0%,0.0,0%,0.0,0%,0.98,62%,"35,638",0%,52%,16%,32%,14.6,15.8,15.8,15.6,12.2,31,37,21,25,111,11,0%,0.0,0%,0.0,0%,0.0,0%,0.90,56%,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inspiring,Inspiring,Plunder,"1,146",0%,28%,25%,48%,13.7,15.0,15.7,14.2,12.4,23,31,15,21,117,12,0%,0.0,0%,0.0,0%,0.0,0%,0.95,60%,"35,604",0%,49%,16%,35%,16.3,17.7,17.8,17.3,13.8,31,38,20,25,115,11,0%,0.0,0%,0.0,0%,0.0,0%,0.94,57%,-,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nearby,Nearby,Plunder,"1,159",0%,29%,25%,46%,14.0,15.4,16.3,14.4,12.3,23,31,14,20,117,11,0%,0.0,0%,0.0,0%,0.0,0%,0.99,60%,"36,037",0%,48%,18%,34%,16.5,17.9,18.1,17.6,13.8,31,38,20,25,116,11,0%,0.0,0%,0.0,0%,0.0,0%,0.92,56%,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patient,Patient,Plunder,"1,124",0%,28%,26%,46%,13.7,15.1,15.7,14.5,12.1,23,32,15,21,116,12,0%,0.0,0%,0.0,0%,0.0,0%,1.02,59%,"35,293",0%,50%,16%,34%,16.5,17.8,17.9,17.5,13.9,31,38,21,26,115,11,0%,0.0,0%,0.0,0%,0.0,0%,0.96,56%,-,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pious,Pious,Plunder,"1,120",0%,30%,27%,43%,13.4,14.3,14.9,13.7,12.2,24,31,14,19,119,12,0%,0.0,0%,0.0,0%,0.0,0%,0.95,59%,"35,543",0%,52%,16%,33%,16.0,17.2,17.3,16.9,13.5,31,37,20,25,114,11,0%,0.0,0%,0.0,0%,0.0,0%,0.98,57%,-,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reckless,Reckless,Plunder,"1,065",0%,32%,22%,45%,13.7,15.0,15.5,14.5,12.2,25,34,15,21,115,11,0%,0.0,0%,0.0,0%,0.0,0%,0.85,59%,"35,238",0%,52%,14%,34%,16.5,17.9,17.9,17.8,13.7,32,38,21,26,111,11,0%,0.0,0%,0.0,0%,0.0,0%,0.88,55%,-,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rich,Rich,Plunder,"1,123",0%,28%,24%,47%,14.0,15.2,15.9,14.3,12.7,24,32,15,21,113,11,0%,0.0,0%,0.0,0%,0.0,0%,0.84,57%,"35,681",0%,53%,16%,31%,16.5,17.7,17.7,17.6,13.8,32,38,21,26,111,11,0%,0.0,0%,0.0,0%,0.0,0%,0.88,56%,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shy,Shy,Plunder,"1,124",0%,28%,26%,46%,13.4,14.6,15.4,13.7,12.1,23,30,14,19,115,11,0%,0.0,0%,0.0,0%,0.0,0%,0.94,62%,"35,555",0%,50%,16%,34%,16.3,17.5,17.6,17.3,13.8,31,37,20,25,115,11,0%,0.0,0%,0.0,0%,0.0,0%,0.95,57%,-,0,0,0,0,0,0,0,1,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tireless,Tireless,Plunder,"1,130",0%,30%,22%,48%,13.8,15.1,15.5,14.6,12.3,24,32,15,21,116,11,0%,0.0,0%,0.0,0%,0.0,0%,1.02,62%,"35,317",0%,50%,16%,34%,16.5,17.8,17.9,17.6,13.9,31,38,20,25,115,11,0%,0.0,0%,0.0,0%,0.0,0%,0.91,56%,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loot,Loot,Plunder,"17,624",0%,27%,25%,48%,13.5,14.7,15.3,14.1,12.2,23,32,14,20,116,12,0%,2.4,72%,2.4,73%,2.3,71%,1.01,59%,"581,533",0%,48%,17%,34%,16.3,17.6,17.8,17.0,13.8,31,38,20,25,116,12,0%,2.8,77%,2.9,78%,2.8,76%,0.97,56%,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amphora,Loot,Plunder,"17,624",0%,27%,25%,48%,13.5,14.7,15.3,14.1,12.2,23,32,14,20,116,12,0%,0.2,16%,0.2,16%,0.2,15%,1.01,59%,"581,533",0%,48%,17%,34%,16.3,17.6,17.8,17.0,13.8,31,38,20,25,116,12,0%,0.2,18%,0.2,19%,0.2,18%,0.97,56%,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Doubloons,Loot,Plunder,"17,624",0%,27%,25%,48%,13.5,14.7,15.3,14.1,12.2,23,32,14,20,116,12,0%,0.1,14%,0.2,14%,0.1,14%,1.01,59%,"581,533",0%,48%,17%,34%,16.3,17.6,17.8,17.0,13.8,31,38,20,25,116,12,0%,0.2,18%,0.2,18%,0.2,17%,0.97,56%,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Endless Chalice,Loot,Plunder,"17,624",0%,27%,25%,48%,13.5,14.7,15.3,14.1,12.2,23,32,14,20,116,12,0%,0.2,16%,0.2,16%,0.2,15%,1.01,59%,"581,533",0%,48%,17%,34%,16.3,17.6,17.8,17.0,13.8,31,38,20,25,116,12,0%,0.2,19%,0.2,19%,0.2,18%,0.97,56%,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Figurehead,Loot,Plunder,"17,624",0%,27%,25%,48%,13.5,14.7,15.3,14.1,12.2,23,32,14,20,116,12,0%,0.2,15%,0.2,16%,0.2,15%,1.01,59%,"581,533",0%,48%,17%,34%,16.3,17.6,17.8,17.0,13.8,31,38,20,25,116,12,0%,0.2,19%,0.2,19%,0.2,18%,0.97,56%,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hammer,Loot,Plunder,"17,624",0%,27%,25%,48%,13.5,14.7,15.3,14.1,12.2,23,32,14,20,116,12,0%,0.2,16%,0.2,16%,0.2,15%,1.01,59%,"581,533",0%,48%,17%,34%,16.3,17.6,17.8,17.0,13.8,31,38,20,25,116,12,0%,0.2,18%,0.2,19%,0.2,18%,0.97,56%,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Insignia,Loot,Plunder,"17,624",0%,27%,25%,48%,13.5,14.7,15.3,14.1,12.2,23,32,14,20,116,12,0%,0.2,15%,0.2,16%,0.2,15%,1.01,59%,"581,533",0%,48%,17%,34%,16.3,17.6,17.8,17.0,13.8,31,38,20,25,116,12,0%,0.2,18%,0.2,19%,0.2,18%,0.97,56%,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jewels,Loot,Plunder,"17,624",0%,27%,25%,48%,13.5,14.7,15.3,14.1,12.2,23,32,14,20,116,12,0%,0.2,15%,0.2,16%,0.2,15%,1.01,59%,"581,533",0%,48%,17%,34%,16.3,17.6,17.8,17.0,13.8,31,38,20,25,116,12,0%,0.2,18%,0.2,19%,0.2,18%,0.97,56%,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Orb,Loot,Plunder,"17,624",0%,27%,25%,48%,13.5,14.7,15.3,14.1,12.2,23,32,14,20,116,12,0%,0.2,16%,0.2,17%,0.2,15%,1.01,59%,"581,533",0%,48%,17%,34%,16.3,17.6,17.8,17.0,13.8,31,38,20,25,116,12,0%,0.2,18%,0.2,19%,0.2,18%,0.97,56%,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prize Goat,Loot,Plunder,"17,624",0%,27%,25%,48%,13.5,14.7,15.3,14.1,12.2,23,32,14,20,116,12,0%,0.2,16%,0.2,16%,0.2,15%,1.01,59%,"581,533",0%,48%,17%,34%,16.3,17.6,17.8,17.0,13.8,31,38,20,25,116,12,0%,0.2,18%,0.2,19%,0.2,18%,0.97,56%,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puzzle Box,Loot,Plunder,"17,624",0%,27%,25%,48%,13.5,14.7,15.3,14.1,12.2,23,32,14,20,116,12,0%,0.2,15%,0.2,16%,0.2,15%,1.01,59%,"581,533",0%,48%,17%,34%,16.3,17.6,17.8,17.0,13.8,31,38,20,25,116,12,0%,0.2,19%,0.2,19%,0.2,18%,0.97,56%,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sextant,Loot,Plunder,"17,624",0%,27%,25%,48%,13.5,14.7,15.3,14.1,12.2,23,32,14,20,116,12,0%,0.2,16%,0.2,16%,0.2,15%,1.01,59%,"581,533",0%,48%,17%,34%,16.3,17.6,17.8,17.0,13.8,31,38,20,25,116,12,0%,0.2,19%,0.2,19%,0.2,18%,0.97,56%,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shield,Loot,Plunder,"17,624",0%,27%,25%,48%,13.5,14.7,15.3,14.1,12.2,23,32,14,20,116,12,0%,0.2,16%,0.2,17%,0.2,15%,1.01,59%,"581,533",0%,48%,17%,34%,16.3,17.6,17.8,17.0,13.8,31,38,20,25,116,12,0%,0.2,18%,0.2,19%,0.2,18%,0.97,56%,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
